DateID,CustomerID,AddressID,TransporterID,TransportationTypeID,QuantitySold,TotalAmount
227,473,473,3,3,8,5280.4
227,473,473,12,1,8,5280.4
644,474,474,5,1,14,6063.400000000001
644,474,474,7,2,14,6063.400000000001
644,474,474,9,3,14,6063.400000000001
649,475,475,4,3,24,20338.32
649,475,475,14,1,24,20338.32
649,475,475,16,2,24,20338.32
32,476,476,1,1,53,22954.300000000003
32,476,476,8,3,53,22954.300000000003
32,476,476,15,2,53,22954.300000000003
565,477,477,6,1,98,64684.9
565,477,3306,6,1,98,64684.9
565,477,3638,6,1,98,64684.9
565,3306,477,6,1,98,64684.9
565,3306,3306,6,1,98,64684.9
565,3306,3638,6,1,98,64684.9
565,3638,477,6,1,98,64684.9
565,3638,3306,6,1,98,64684.9
565,3638,3638,6,1,98,64684.9
565,477,477,10,3,98,64684.9
565,477,3306,10,3,98,64684.9
565,477,3638,10,3,98,64684.9
565,3306,477,10,3,98,64684.9
565,3306,3306,10,3,98,64684.9
565,3306,3638,10,3,98,64684.9
565,3638,477,10,3,98,64684.9
565,3638,3306,10,3,98,64684.9
565,3638,3638,10,3,98,64684.9
565,477,477,18,2,98,64684.9
565,477,3306,18,2,98,64684.9
565,477,3638,18,2,98,64684.9
565,3306,477,18,2,98,64684.9
565,3306,3306,18,2,98,64684.9
565,3306,3638,18,2,98,64684.9
565,3638,477,18,2,98,64684.9
565,3638,3306,18,2,98,64684.9
565,3638,3638,18,2,98,64684.9
147,478,478,2,2,26,16928.86
147,478,478,3,3,26,16928.86
147,478,478,12,1,26,16928.86
664,479,479,6,1,73,61862.39
664,479,479,10,3,73,61862.39
664,479,479,18,2,73,61862.39
77,480,480,5,1,62,54116.7
77,480,480,7,2,62,54116.7
77,480,480,9,3,62,54116.7
631,481,481,2,2,19,12394.65
631,481,481,3,3,19,12394.65
631,481,481,12,1,19,12394.65
65,482,482,11,2,84,71184.12
65,482,482,13,1,84,71184.12
65,482,482,17,3,84,71184.12
277,483,483,11,2,16,6909.12
277,483,3118,11,2,16,6909.12
277,3118,483,11,2,16,6909.12
277,3118,3118,11,2,16,6909.12
277,483,483,13,1,16,6909.12
277,483,3118,13,1,16,6909.12
277,3118,483,13,1,16,6909.12
277,3118,3118,13,1,16,6909.12
277,483,483,17,3,16,6909.12
277,483,3118,17,3,16,6909.12
277,3118,483,17,3,16,6909.12
277,3118,3118,17,3,16,6909.12
30,484,484,11,2,87,73726.40999999999
30,484,484,13,1,87,73726.40999999999
30,484,484,17,3,87,73726.40999999999
668,485,485,5,1,86,72256.34000000001
668,485,485,7,2,86,72256.34000000001
668,485,485,9,3,86,72256.34000000001
586,486,486,2,2,15,6477.3
586,486,486,3,3,15,6477.3
586,486,486,12,1,15,6477.3
157,487,487,4,3,89,57147.79
157,487,487,14,1,89,57147.79
157,487,487,16,2,89,57147.79
124,488,488,1,1,54,34673.94
124,488,488,8,3,54,34673.94
124,488,488,15,2,54,34673.94
3,489,489,1,1,78,5304.780000000001
3,489,489,8,3,78,5304.780000000001
3,489,489,15,2,78,5304.780000000001
167,490,490,6,1,50,21655.0
167,490,490,10,3,50,21655.0
167,490,490,18,2,50,21655.0
332,491,491,11,2,82,18763.24
332,491,491,13,1,82,18763.24
332,491,491,17,3,82,18763.24
381,492,492,5,1,73,47531.03
381,492,713,5,1,73,47531.03
381,713,492,5,1,73,47531.03
381,713,713,5,1,73,47531.03
381,492,492,7,2,73,47531.03
381,492,713,7,2,73,47531.03
381,713,492,7,2,73,47531.03
381,713,713,7,2,73,47531.03
381,492,492,9,3,73,47531.03
381,492,713,9,3,73,47531.03
381,713,492,9,3,73,47531.03
381,713,713,9,3,73,47531.03
408,493,493,1,1,79,34113.78
408,493,493,8,3,79,34113.78
408,493,493,15,2,79,34113.78
720,494,494,4,3,65,41737.15
720,494,494,14,1,65,41737.15
720,494,494,16,2,65,41737.15
531,495,495,6,1,13,12093.9
531,495,495,10,3,13,12093.9
531,495,495,18,2,13,12093.9
263,496,496,2,2,98,85539.3
263,496,496,3,3,98,85539.3
263,496,496,12,1,98,85539.3
526,497,497,11,2,6,1611.66
526,497,497,13,1,6,1611.66
526,497,497,17,3,6,1611.66
160,498,498,1,1,81,3744.63
160,498,2419,1,1,81,3744.63
160,2419,498,1,1,81,3744.63
160,2419,2419,1,1,81,3744.63
160,498,498,8,3,81,3744.63
160,498,2419,8,3,81,3744.63
160,2419,498,8,3,81,3744.63
160,2419,2419,8,3,81,3744.63
160,498,498,15,2,81,3744.63
160,498,2419,15,2,81,3744.63
160,2419,498,15,2,81,3744.63
160,2419,2419,15,2,81,3744.63
100,499,499,5,1,12,10082.28
100,499,499,7,2,12,10082.28
100,499,499,9,3,12,10082.28
551,500,500,6,1,55,38136.45
551,500,500,10,3,55,38136.45
551,500,500,18,2,55,38136.45
560,501,501,11,2,81,52739.91
560,501,501,13,1,81,52739.91
560,501,501,17,3,81,52739.91
706,502,502,2,2,5,4651.5
706,502,502,3,3,5,4651.5
706,502,502,12,1,5,4651.5
31,503,503,4,3,5,4651.5
31,503,503,14,1,5,4651.5
31,503,503,16,2,5,4651.5
106,504,504,6,1,99,45647.91
106,504,504,10,3,99,45647.91
106,504,504,18,2,99,45647.91
406,505,505,2,2,68,63260.4
406,505,505,3,3,68,63260.4
406,505,505,12,1,68,63260.4
581,506,506,2,2,21,9682.89
581,506,506,3,3,21,9682.89
581,506,506,12,1,21,9682.89
79,507,507,4,3,82,54124.1
79,507,507,14,1,82,54124.1
79,507,507,16,2,82,54124.1
676,508,508,1,1,15,1020.15
676,508,508,8,3,15,1020.15
676,508,508,15,2,15,1020.15
255,509,509,1,1,95,41144.5
255,509,509,8,3,95,41144.5
255,509,509,15,2,95,41144.5
495,510,510,11,2,64,54235.52
495,510,510,13,1,64,54235.52
495,510,510,17,3,64,54235.52
228,279,279,1,1,12,7920.599999999999
228,279,511,1,1,12,7920.599999999999
228,511,279,1,1,12,7920.599999999999
228,511,511,1,1,12,7920.599999999999
228,279,279,8,3,12,7920.599999999999
228,279,511,8,3,12,7920.599999999999
228,511,279,8,3,12,7920.599999999999
228,511,511,8,3,12,7920.599999999999
228,279,279,15,2,12,7920.599999999999
228,279,511,15,2,12,7920.599999999999
228,511,279,15,2,12,7920.599999999999
228,511,511,15,2,12,7920.599999999999
415,512,512,2,2,92,24712.120000000003
415,512,512,3,3,92,24712.120000000003
415,512,512,12,1,92,24712.120000000003
141,513,513,5,1,50,11441.0
141,513,513,7,2,50,11441.0
141,513,513,9,3,50,11441.0
305,514,514,11,2,34,32352.02
305,514,514,13,1,34,32352.02
305,514,514,17,3,34,32352.02
656,515,515,4,3,69,25116.69
656,515,515,14,1,69,25116.69
656,515,515,16,2,69,25116.69
264,516,516,1,1,25,9100.25
264,516,516,8,3,25,9100.25
264,516,516,15,2,25,9100.25
459,517,517,11,2,50,21591.0
459,517,517,13,1,50,21591.0
459,517,517,17,3,50,21591.0
57,518,518,11,2,67,43021.37
57,518,518,13,1,67,43021.37
57,518,518,17,3,67,43021.37
305,519,519,4,3,30,8058.3
305,519,519,14,1,30,8058.3
305,519,519,16,2,30,8058.3
645,520,520,6,1,25,17334.75
645,520,520,10,3,25,17334.75
645,520,520,18,2,25,17334.75
214,521,521,1,1,60,55818.0
214,521,521,8,3,60,55818.0
214,521,521,15,2,60,55818.0
346,522,522,6,1,94,4345.62
346,522,522,10,3,94,4345.62
346,522,522,18,2,94,4345.62
550,523,523,2,2,25,23788.25
550,523,523,3,3,25,23788.25
550,523,523,12,1,25,23788.25
458,524,524,5,1,86,39653.74
458,524,524,7,2,86,39653.74
458,524,524,9,3,86,39653.74
719,525,525,1,1,50,32105.5
719,525,4463,1,1,50,32105.5
719,4463,525,1,1,50,32105.5
719,4463,4463,1,1,50,32105.5
719,525,525,8,3,50,32105.5
719,525,4463,8,3,50,32105.5
719,4463,525,8,3,50,32105.5
719,4463,4463,8,3,50,32105.5
719,525,525,15,2,50,32105.5
719,525,4463,15,2,50,32105.5
719,4463,525,15,2,50,32105.5
719,4463,4463,15,2,50,32105.5
100,526,526,5,1,91,20822.62
100,526,526,7,2,91,20822.62
100,526,526,9,3,91,20822.62
646,527,527,4,3,55,3740.55
646,527,3653,4,3,55,3740.55
646,3653,527,4,3,55,3740.55
646,3653,3653,4,3,55,3740.55
646,527,527,14,1,55,3740.55
646,527,3653,14,1,55,3740.55
646,3653,527,14,1,55,3740.55
646,3653,3653,14,1,55,3740.55
646,527,527,16,2,55,3740.55
646,527,3653,16,2,55,3740.55
646,3653,527,16,2,55,3740.55
646,3653,3653,16,2,55,3740.55
284,528,528,2,2,13,8347.43
284,528,528,3,3,13,8347.43
284,528,528,12,1,13,8347.43
452,529,529,1,1,80,74424.0
452,529,529,8,3,80,74424.0
452,529,529,15,2,80,74424.0
522,530,530,4,3,75,20145.75
522,530,530,14,1,75,20145.75
522,530,530,16,2,75,20145.75
34,531,531,4,3,76,75629.88
34,531,531,14,1,76,75629.88
34,531,531,16,2,76,75629.88
290,532,532,4,3,53,44530.07
290,532,532,14,1,53,44530.07
290,532,532,16,2,53,44530.07
221,533,533,4,3,94,79658.42
221,533,533,14,1,94,79658.42
221,533,533,16,2,94,79658.42
426,534,534,2,2,8,3092.56
426,534,534,3,3,8,3092.56
426,534,534,12,1,8,3092.56
9,535,535,5,1,56,36531.6
9,535,1005,5,1,56,36531.6
9,1005,535,5,1,56,36531.6
9,1005,1005,5,1,56,36531.6
9,535,535,7,2,56,36531.6
9,535,1005,7,2,56,36531.6
9,1005,535,7,2,56,36531.6
9,1005,1005,7,2,56,36531.6
9,535,535,9,3,56,36531.6
9,535,1005,9,3,56,36531.6
9,1005,535,9,3,56,36531.6
9,1005,1005,9,3,56,36531.6
265,536,536,4,3,91,59251.01
265,536,536,14,1,91,59251.01
265,536,536,16,2,91,59251.01
317,537,537,1,1,92,60016.2
317,537,537,8,3,92,60016.2
317,537,537,15,2,92,60016.2
690,538,538,6,1,55,20020.55
690,538,538,10,3,55,20020.55
690,538,538,18,2,55,20020.55
340,539,539,2,2,29,12559.9
340,539,539,3,3,29,12559.9
340,539,539,12,1,29,12559.9
121,540,540,5,1,26,16694.86
121,540,540,7,2,26,16694.86
121,540,540,9,3,26,16694.86
644,541,541,2,2,30,8058.3
644,541,541,3,3,30,8058.3
644,541,541,12,1,30,8058.3
651,542,542,2,2,93,24980.73
651,542,542,3,3,93,24980.73
651,542,542,12,1,93,24980.73
88,543,543,4,3,34,14681.88
88,543,543,14,1,34,14681.88
88,543,543,16,2,34,14681.88
202,544,544,1,1,49,41524.07
202,544,544,8,3,49,41524.07
202,544,544,15,2,49,41524.07
383,545,545,1,1,54,12356.28
383,545,545,8,3,54,12356.28
383,545,545,15,2,54,12356.28
426,546,546,2,2,78,54084.42
426,546,546,3,3,78,54084.42
426,546,546,12,1,78,54084.42
490,547,547,1,1,27,1836.27
490,547,547,8,3,27,1836.27
490,547,547,15,2,27,1836.27
120,548,548,6,1,82,29848.82
120,548,548,10,3,82,29848.82
120,548,548,18,2,82,29848.82
131,549,549,2,2,79,75170.87
131,549,549,3,3,79,75170.87
131,549,549,12,1,79,75170.87
709,550,550,6,1,85,72031.55
709,550,550,10,3,85,72031.55
709,550,550,18,2,85,72031.55
634,551,551,4,3,14,6455.259999999999
634,551,551,14,1,14,6455.259999999999
634,551,551,16,2,14,6455.259999999999
330,552,552,2,2,40,1849.2
330,552,3898,2,2,40,1849.2
330,3898,552,2,2,40,1849.2
330,3898,3898,2,2,40,1849.2
330,552,552,3,3,40,1849.2
330,552,3898,3,3,40,1849.2
330,3898,552,3,3,40,1849.2
330,3898,3898,3,3,40,1849.2
330,552,552,12,1,40,1849.2
330,552,3898,12,1,40,1849.2
330,3898,552,12,1,40,1849.2
330,3898,3898,12,1,40,1849.2
166,553,553,6,1,40,34914.0
166,553,553,10,3,40,34914.0
166,553,553,18,2,40,34914.0
557,554,554,5,1,68,44359.8
557,554,554,7,2,68,44359.8
557,554,554,9,3,68,44359.8
249,555,555,5,1,85,32858.45
249,555,555,7,2,85,32858.45
249,555,555,9,3,85,32858.45
284,556,556,6,1,61,39168.71
284,556,556,10,3,61,39168.71
284,556,556,18,2,61,39168.71
249,557,557,4,3,72,31091.04
249,557,557,14,1,72,31091.04
249,557,557,16,2,72,31091.04
535,558,558,11,2,12,11418.36
535,558,558,13,1,12,11418.36
535,558,558,17,3,12,11418.36
637,559,559,11,2,87,4022.01
637,559,559,13,1,87,4022.01
637,559,559,17,3,87,4022.01
518,560,560,2,2,3,1299.3000000000002
518,560,560,3,3,3,1299.3000000000002
518,560,560,12,1,3,1299.3000000000002
466,561,561,5,1,3,1159.71
466,561,561,7,2,3,1159.71
466,561,561,9,3,3,1159.71
198,562,562,4,3,80,34648.0
198,562,2445,4,3,80,34648.0
198,2445,562,4,3,80,34648.0
198,2445,2445,4,3,80,34648.0
198,562,562,14,1,80,34648.0
198,562,2445,14,1,80,34648.0
198,2445,562,14,1,80,34648.0
198,2445,2445,14,1,80,34648.0
198,562,562,16,2,80,34648.0
198,562,2445,16,2,80,34648.0
198,2445,562,16,2,80,34648.0
198,2445,2445,16,2,80,34648.0
126,563,563,11,2,63,54989.55
126,563,563,13,1,63,54989.55
126,563,563,17,3,63,54989.55
473,564,564,11,2,38,14689.66
473,564,564,13,1,38,14689.66
473,564,564,17,3,38,14689.66
388,565,565,6,1,22,1017.06
388,565,565,10,3,22,1017.06
388,565,565,18,2,22,1017.06
355,566,566,1,1,12,7705.32
355,566,566,8,3,12,7705.32
355,566,566,15,2,12,7705.32
94,567,567,4,3,46,38648.740000000005
94,567,567,14,1,46,38648.740000000005
94,567,567,16,2,46,38648.740000000005
652,568,568,4,3,33,32839.29
652,568,568,14,1,33,32839.29
652,568,568,16,2,33,32839.29
493,569,569,4,3,14,952.14
493,569,569,14,1,14,952.14
493,569,569,16,2,14,952.14
58,570,570,6,1,44,30509.16
58,570,570,10,3,44,30509.16
58,570,570,18,2,44,30509.16
448,571,571,2,2,29,13371.61
448,571,571,3,3,29,13371.61
448,571,571,12,1,29,13371.61
174,572,572,2,2,17,7340.94
174,572,572,3,3,17,7340.94
174,572,572,12,1,17,7340.94
271,573,573,6,1,99,92099.7
271,573,573,10,3,99,92099.7
271,573,573,18,2,99,92099.7
219,574,574,2,2,1,660.05
219,574,574,3,3,1,660.05
219,574,574,12,1,1,660.05
703,575,575,4,3,41,28428.99
703,575,575,14,1,41,28428.99
703,575,575,16,2,41,28428.99
547,576,576,5,1,56,38829.84
547,576,576,7,2,56,38829.84
547,576,576,9,3,56,38829.84
203,577,577,5,1,89,74776.91
203,577,577,7,2,89,74776.91
203,577,577,9,3,89,74776.91
714,578,578,2,2,11,508.53
714,578,578,3,3,11,508.53
714,578,578,12,1,11,508.53
62,579,579,1,1,73,72644.49
62,579,579,8,3,73,72644.49
62,579,579,15,2,73,72644.49
464,580,580,1,1,77,76625.01
464,580,580,8,3,77,76625.01
464,580,580,15,2,77,76625.01
592,581,581,2,2,100,46109.0
592,581,581,3,3,100,46109.0
592,581,581,12,1,100,46109.0
337,582,582,2,2,59,15847.990000000002
337,582,582,3,3,59,15847.990000000002
337,582,582,12,1,59,15847.990000000002
151,583,583,1,1,86,19678.52
151,583,2598,1,1,86,19678.52
151,2598,583,1,1,86,19678.52
151,2598,2598,1,1,86,19678.52
151,583,583,8,3,86,19678.52
151,583,2598,8,3,86,19678.52
151,2598,583,8,3,86,19678.52
151,2598,2598,8,3,86,19678.52
151,583,583,15,2,86,19678.52
151,583,2598,15,2,86,19678.52
151,2598,583,15,2,86,19678.52
151,2598,2598,15,2,86,19678.52
169,584,584,5,1,56,38829.84
169,584,584,7,2,56,38829.84
169,584,584,9,3,56,38829.84
563,585,585,4,3,45,29702.25
563,585,585,14,1,45,29702.25
563,585,585,16,2,45,29702.25
9,586,586,6,1,94,89443.81999999999
9,586,1363,6,1,94,89443.81999999999
9,1363,586,6,1,94,89443.81999999999
9,1363,1363,6,1,94,89443.81999999999
9,586,586,10,3,94,89443.81999999999
9,586,1363,10,3,94,89443.81999999999
9,1363,586,10,3,94,89443.81999999999
9,1363,1363,10,3,94,89443.81999999999
9,586,586,18,2,94,89443.81999999999
9,586,1363,18,2,94,89443.81999999999
9,1363,586,18,2,94,89443.81999999999
9,1363,1363,18,2,94,89443.81999999999
438,587,587,11,2,11,4004.11
438,587,587,13,1,11,4004.11
438,587,587,17,3,11,4004.11
724,588,588,1,1,63,24353.91
724,588,588,8,3,63,24353.91
724,588,588,15,2,63,24353.91
180,589,589,2,2,87,75937.95
180,589,589,3,3,87,75937.95
180,589,589,12,1,87,75937.95
97,590,590,4,3,94,79658.42
97,590,590,14,1,94,79658.42
97,590,590,16,2,94,79658.42
72,591,591,1,1,8,3092.56
72,591,591,8,3,8,3092.56
72,591,591,15,2,8,3092.56
217,592,592,6,1,46,38648.740000000005
217,592,1243,6,1,46,38648.740000000005
217,1243,592,6,1,46,38648.740000000005
217,1243,1243,6,1,46,38648.740000000005
217,592,592,10,3,46,38648.740000000005
217,592,1243,10,3,46,38648.740000000005
217,1243,592,10,3,46,38648.740000000005
217,1243,1243,10,3,46,38648.740000000005
217,592,592,18,2,46,38648.740000000005
217,592,1243,18,2,46,38648.740000000005
217,1243,592,18,2,46,38648.740000000005
217,1243,1243,18,2,46,38648.740000000005
122,593,593,6,1,94,34216.94
122,593,593,10,3,94,34216.94
122,593,593,18,2,94,34216.94
697,594,594,5,1,6,5084.58
697,594,594,7,2,6,5084.58
697,594,594,9,3,6,5084.58
51,595,595,6,1,21,13673.31
51,595,595,10,3,21,13673.31
51,595,595,18,2,21,13673.31
282,596,596,6,1,4,3491.4
282,596,596,10,3,4,3491.4
282,596,596,18,2,4,3491.4
651,597,597,5,1,23,15004.05
651,597,597,7,2,23,15004.05
651,597,597,9,3,23,15004.05
106,598,598,6,1,90,58711.5
106,598,598,10,3,90,58711.5
106,598,598,18,2,90,58711.5
565,599,599,11,2,33,12012.33
565,599,599,13,1,33,12012.33
565,599,599,17,3,33,12012.33
705,600,600,2,2,6,5041.14
705,600,600,3,3,6,5041.14
705,600,600,12,1,6,5041.14
254,601,601,2,2,71,66051.3
254,601,601,3,3,71,66051.3
254,601,601,12,1,71,66051.3
600,602,602,1,1,80,30925.6
600,602,602,8,3,80,30925.6
600,602,602,15,2,80,30925.6
267,603,603,5,1,21,7644.21
267,603,603,7,2,21,7644.21
267,603,603,9,3,21,7644.21
505,604,604,11,2,44,17009.079999999998
505,604,604,13,1,44,17009.079999999998
505,604,604,17,3,44,17009.079999999998
400,605,605,11,2,64,41750.4
400,605,605,13,1,64,41750.4
400,605,605,17,3,64,41750.4
554,606,606,4,3,67,4556.67
554,606,606,14,1,67,4556.67
554,606,606,16,2,67,4556.67
566,607,607,6,1,43,18623.3
566,607,607,10,3,43,18623.3
566,607,607,18,2,43,18623.3
645,608,608,11,2,96,63364.8
645,608,608,13,1,96,63364.8
645,608,608,17,3,96,63364.8
689,609,609,6,1,27,1836.27
689,609,609,10,3,27,1836.27
689,609,609,18,2,27,1836.27
347,610,610,1,1,79,66946.97
347,610,610,8,3,79,66946.97
347,610,610,15,2,79,66946.97
311,611,611,1,1,72,61014.96
311,611,611,8,3,72,61014.96
311,611,611,15,2,72,61014.96
95,612,612,6,1,30,6864.599999999999
95,612,612,10,3,30,6864.599999999999
95,612,612,18,2,30,6864.599999999999
476,613,613,4,3,75,28992.75
476,613,613,14,1,75,28992.75
476,613,613,16,2,75,28992.75
660,614,614,5,1,98,91169.4
660,614,614,7,2,98,91169.4
660,614,614,9,3,98,91169.4
126,615,615,6,1,80,30925.6
126,615,615,10,3,80,30925.6
126,615,615,18,2,80,30925.6
41,616,616,2,2,10,6933.9
41,616,616,3,3,10,6933.9
41,616,616,12,1,10,6933.9
327,617,617,11,2,82,35514.200000000004
327,617,617,13,1,82,35514.200000000004
327,617,617,17,3,82,35514.200000000004
309,618,618,6,1,80,69828.0
309,618,618,10,3,80,69828.0
309,618,618,18,2,80,69828.0
609,619,619,5,1,26,1201.98
609,619,619,7,2,26,1201.98
609,619,619,9,3,26,1201.98
445,456,456,6,1,86,5848.860000000001
445,456,620,6,1,86,5848.860000000001
445,620,456,6,1,86,5848.860000000001
445,620,620,6,1,86,5848.860000000001
445,456,456,10,3,86,5848.860000000001
445,456,620,10,3,86,5848.860000000001
445,620,456,10,3,86,5848.860000000001
445,620,620,10,3,86,5848.860000000001
445,456,456,18,2,86,5848.860000000001
445,456,620,18,2,86,5848.860000000001
445,620,456,18,2,86,5848.860000000001
445,620,620,18,2,86,5848.860000000001
87,621,621,4,3,35,24268.65
87,621,621,14,1,35,24268.65
87,621,621,16,2,35,24268.65
713,622,622,4,3,85,19449.7
713,622,622,14,1,85,19449.7
713,622,622,16,2,85,19449.7
543,623,623,11,2,30,1386.9
543,623,1645,11,2,30,1386.9
543,1645,623,11,2,30,1386.9
543,1645,1645,11,2,30,1386.9
543,623,623,13,1,30,1386.9
543,623,1645,13,1,30,1386.9
543,1645,623,13,1,30,1386.9
543,1645,1645,13,1,30,1386.9
543,623,623,17,3,30,1386.9
543,623,1645,17,3,30,1386.9
543,1645,623,17,3,30,1386.9
543,1645,1645,17,3,30,1386.9
489,624,624,6,1,76,32915.6
489,624,624,10,3,76,32915.6
489,624,624,18,2,76,32915.6
442,625,625,11,2,28,26642.84
442,625,625,13,1,28,26642.84
442,625,625,17,3,28,26642.84
616,626,626,6,1,90,6120.900000000001
616,626,626,10,3,90,6120.900000000001
616,626,626,18,2,90,6120.900000000001
335,627,627,4,3,88,83734.64
335,627,627,14,1,88,83734.64
335,627,627,16,2,88,83734.64
657,628,628,6,1,2,457.64
657,628,628,10,3,2,457.64
657,628,628,18,2,2,457.64
57,629,629,11,2,45,19489.5
57,629,629,13,1,45,19489.5
57,629,629,17,3,45,19489.5
19,630,630,2,2,94,40711.4
19,630,630,3,3,94,40711.4
19,630,630,12,1,94,40711.4
636,631,631,5,1,58,53957.4
636,631,631,7,2,58,53957.4
636,631,631,9,3,58,53957.4
166,632,632,4,3,29,12559.9
166,632,632,14,1,29,12559.9
166,632,632,16,2,29,12559.9
603,633,633,1,1,16,14884.8
603,633,633,8,3,16,14884.8
603,633,633,15,2,16,14884.8
434,634,634,2,2,4,184.92
434,634,634,3,3,4,184.92
434,634,634,12,1,4,184.92
572,635,635,2,2,13,8480.550000000001
572,635,635,3,3,13,8480.550000000001
572,635,635,12,1,13,8480.550000000001
277,636,636,11,2,12,8320.68
277,636,636,13,1,12,8320.68
277,636,636,17,3,12,8320.68
342,637,637,1,1,78,51483.9
342,637,637,8,3,78,51483.9
342,637,637,15,2,78,51483.9
151,638,638,2,2,69,68663.97
151,638,638,3,3,69,68663.97
151,638,638,12,1,69,68663.97
333,639,639,1,1,27,22685.13
333,639,639,8,3,27,22685.13
333,639,639,15,2,27,22685.13
139,640,640,4,3,98,67952.22
139,640,640,14,1,98,67952.22
139,640,640,16,2,98,67952.22
689,641,641,1,1,55,52334.15
689,641,641,8,3,55,52334.15
689,641,641,15,2,55,52334.15
607,642,642,6,1,88,5984.88
607,642,642,10,3,88,5984.88
607,642,642,18,2,88,5984.88
150,643,643,4,3,7,3022.74
150,643,643,14,1,7,3022.74
150,643,643,16,2,7,3022.74
50,644,644,2,2,84,54693.24
50,644,644,3,3,84,54693.24
50,644,644,12,1,84,54693.24
258,645,645,4,3,76,5168.76
258,645,645,14,1,76,5168.76
258,645,645,16,2,76,5168.76
341,646,646,1,1,74,3421.02
341,646,646,8,3,74,3421.02
341,646,646,15,2,74,3421.02
290,647,647,4,3,26,16961.100000000002
290,647,647,14,1,26,16961.100000000002
290,647,647,16,2,26,16961.100000000002
584,648,648,11,2,85,19449.7
584,648,648,13,1,85,19449.7
584,648,648,17,3,85,19449.7
483,649,649,5,1,76,32818.32
483,649,649,7,2,76,32818.32
483,649,649,9,3,76,32818.32
521,650,650,5,1,45,37808.55
521,650,650,7,2,45,37808.55
521,650,650,9,3,45,37808.55
301,651,651,11,2,54,20874.78
301,651,651,13,1,54,20874.78
301,651,651,17,3,54,20874.78
78,652,652,5,1,88,20136.16
78,652,652,7,2,88,20136.16
78,652,652,9,3,88,20136.16
526,653,653,6,1,45,29702.25
526,653,653,10,3,45,29702.25
526,653,653,18,2,45,29702.25
72,654,654,1,1,29,24575.47
72,654,654,8,3,29,24575.47
72,654,654,15,2,29,24575.47
135,655,655,4,3,37,15977.34
135,655,655,14,1,37,15977.34
135,655,655,16,2,37,15977.34
271,656,656,2,2,1,872.85
271,656,656,3,3,1,872.85
271,656,656,12,1,1,872.85
438,657,657,1,1,12,4368.12
438,657,657,8,3,12,4368.12
438,657,657,15,2,12,4368.12
486,658,658,4,3,6,408.06000000000006
486,658,658,14,1,6,408.06000000000006
486,658,658,16,2,6,408.06000000000006
153,659,659,11,2,95,6460.950000000001
153,659,659,13,1,95,6460.950000000001
153,659,659,17,3,95,6460.950000000001
72,660,660,6,1,72,62845.2
72,660,660,10,3,72,62845.2
72,660,660,18,2,72,62845.2
41,661,661,1,1,5,1343.0500000000002
41,661,661,8,3,5,1343.0500000000002
41,661,661,15,2,5,1343.0500000000002
640,662,662,4,3,87,33631.59
640,662,662,14,1,87,33631.59
640,662,662,16,2,87,33631.59
323,663,663,6,1,73,3374.79
323,663,663,10,3,73,3374.79
323,663,663,18,2,73,3374.79
674,664,664,6,1,1,364.01
674,664,664,10,3,1,364.01
674,664,664,18,2,1,364.01
61,665,665,5,1,34,1571.82
61,665,665,7,2,34,1571.82
61,665,665,9,3,34,1571.82
225,666,666,6,1,70,61099.5
225,666,3564,6,1,70,61099.5
225,3564,666,6,1,70,61099.5
225,3564,3564,6,1,70,61099.5
225,666,666,10,3,70,61099.5
225,666,3564,10,3,70,61099.5
225,3564,666,10,3,70,61099.5
225,3564,3564,10,3,70,61099.5
225,666,666,18,2,70,61099.5
225,666,3564,18,2,70,61099.5
225,3564,666,18,2,70,61099.5
225,3564,3564,18,2,70,61099.5
188,667,667,6,1,46,19863.72
188,667,667,10,3,46,19863.72
188,667,667,18,2,46,19863.72
206,668,668,1,1,24,15626.64
206,668,668,8,3,24,15626.64
206,668,668,15,2,24,15626.64
685,669,669,2,2,28,6406.96
685,669,669,3,3,28,6406.96
685,669,669,12,1,28,6406.96
476,670,670,2,2,87,75937.95
476,670,670,3,3,87,75937.95
476,670,670,12,1,87,75937.95
391,671,671,2,2,7,3022.74
391,671,671,3,3,7,3022.74
391,671,671,12,1,7,3022.74
358,672,672,11,2,41,40800.33
358,672,672,13,1,41,40800.33
358,672,672,17,3,41,40800.33
195,673,673,6,1,74,3421.02
195,673,673,10,3,74,3421.02
195,673,673,18,2,74,3421.02
423,674,674,6,1,36,30246.840000000004
423,674,674,10,3,36,30246.840000000004
423,674,674,18,2,36,30246.840000000004
156,675,675,4,3,11,7260.549999999999
156,675,675,14,1,11,7260.549999999999
156,675,675,16,2,11,7260.549999999999
523,676,676,5,1,4,915.28
523,676,676,7,2,4,915.28
523,676,676,9,3,4,915.28
156,677,677,5,1,4,915.28
156,677,677,7,2,4,915.28
156,677,677,9,3,4,915.28
196,678,678,2,2,65,41737.15
196,678,678,3,3,65,41737.15
196,678,678,12,1,65,41737.15
727,679,679,5,1,26,11227.32
727,679,679,7,2,26,11227.32
727,679,679,9,3,26,11227.32
376,680,680,11,2,16,11094.24
376,680,680,13,1,16,11094.24
376,680,680,17,3,16,11094.24
471,681,681,11,2,2,1320.1
471,681,681,13,1,2,1320.1
471,681,681,17,3,2,1320.1
689,21,21,1,1,36,34255.08
689,21,682,1,1,36,34255.08
689,21,974,1,1,36,34255.08
689,682,21,1,1,36,34255.08
689,682,682,1,1,36,34255.08
689,682,974,1,1,36,34255.08
689,974,21,1,1,36,34255.08
